date,game,map,match_type,my_duration,my_rank,rp_earned,premade_squad,voice_chat,squad_placed,teamate_count,my_quit,teamate_quit_count,my_legend,teamate_1_legend,teamate_2_legend,my_damage,teamate_1_damage,teamate_2_damage,my_kills,teamate_1_kills,teamate_2_kills,my_assists,teamate_1_assists,teamate_2_assists,my_knocks,teamate_1_knocks,teamate_2_knocks,my_revives,teamate_1_revives,teamate_2_revives,my_respawns,teamate_1_respawns,teamate_2_respawns,,
11/14/2022,131,broken moon,ranked,79,G3,-37,yes,yes,20,2,0,0,Vantage,Lifeline,Mirage,14,0,137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11/14/2022,132,broken moon,ranked,382,G3,-36,yes,yes,15,2,0,0,Vantage,Lifeline,NA,129,166,269,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,,
11/14/2022,133,broken moon,ranked,128,G3,-36,no,no,16,2,0,0,Cantage,Bloodhound,Lifeline,60,302,124,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,,
11/14/2022,134,broken moon,ranked,NA,G3,-36,no,no,16,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/14/2022,135,broken moon,ranked,NA,G3,-37,no,no,18,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/14/2022,136,broken moon,ranked,242,G3,-37,no,no,17,2,0,0,Fuse,Vantage,Mirage,0,33,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11/14/2022,137,olympus,casual,363,G3,0,yes,yes,13,2,0,0,Bangalore,Seer,Caustic,370,193,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11/14/2022,138,olympus,casual,NA,G3,0,yes,yes,10,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/14/2022,139,olympus,casual,84,G3,0,yes,yes,15,2,0,0,Pathfinder,Fuse,Caustic,54,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11/14/2022,140,olympus,casual,273,G3,0,yes,yes,11,2,0,0,Pathfinder,Vantage,Bloodhound,366,93,472,0,0,4,2,0,0,0,0,4,0,0,0,0,0,1,,
11/14/2022,141,olympus,casual,NA,G3,0,yes,yes,11,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/14/2022,142,olympus,casual,258,G3,0,yes,yes,9,2,0,0,Pathfinder,Ashe,Vantage,639,386,32,3,1,1,1,1,0,3,1,1,0,0,0,0,0,0,,
11/14/2022,143,wolds edge,casual,389,G3,0,yes,yes,8,2,0,0,Maggie,Bangalore,Bloodhound,186,316,775,1,1,2,1,1,2,1,1,2,0,1,0,0,0,1,,
11/14/2022,144,wolds edge,casual,441,G3,0,yes,yes,6,2,0,0,Maggie,Seer,Bangalore,290,894,218,2,4,0,0,1,2,2,4,0,0,1,0,1,0,0,,
11/14/2022,145,wolds edge,casual,94,G3,0,yes,yes,18,2,0,0,Maggie,Bangalore,Crypto,90,25,341,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
11/14/2022,146,broken moon,ranked,87,G3,-37,no,no,17,2,0,0,Vantage,Bloodhound,Horizon,55,39,820,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,,
11/14/2022,147,broken moon,ranked,NA,G3,-37,no,no,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/14/2022,148,broken moon,ranked,1170,G3,134,no,no,4,2,0,0,Vantage,Bloodhound,Pathfinder,1459,396,1418,4,0,4,1,3,3,4,0,6,1,1,0,1,0,0,,
11/14/2022,149,broken moon,ranked,101,G3,-37,no,yes,20,2,0,0,Vantage,Newcastle,NA,0,344,150,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
11/14/2022,150,broken moon,ranked,416,G3,-27,no,yes,11,2,0,0,Vantage,Crypto,NA,151,286,225,1,0,1,1,2,1,1,0,1,0,0,0,0,0,0,,
11/14/2022,151,broken moon,ranked,562,G3,25,yes,yes,10,2,0,0,Vantage,Seer,Ashe,596,704,343,4,2,0,1,1,3,4,2,0,2,0,0,0,1,0,,
11/14/2022,152,broken moon,ranked,453,G3,NA,yes,yes,11,2,0,0,Vantage,Ashe,Seer,141,252,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11/15/2022,153,broken moon,ranked,1225,G3,275,no,no,1,2,0,0,Pathfinder,Catalyst,Lifeline,1705,539,994,6,2,1,0,1,2,7,2,1,0,1,0,2,0,0,,
11/15/2022,154,broken moon,ranked,422,G3,-32,no,no,13,2,0,0,Crypto,Ashe,Seer,165,341,172,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
11/15/2022,155,broken moon,ranked,226,G3,-20,no,no,13,2,0,0,Pathfinder,Ashe,Wraith,128,99,154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
11/15/2022,156,broken moon,ranked,577,G3,25,no,no,9,2,0,0,Pathfinder,Vantage,Wraith,592,724,320,3,2,1,2,2,2,3,3,2,0,1,1,0,0,0,,
11/15/2022,157,broken moon,ranked,918,G3,-13,no,no,7,2,0,0,Pathfinder,Lifeline,Mirage,164,1494,575,0,1,0,0,0,0,0,4,0,0,1,2,0,0,1,,
11/15/2022,158,broken moon,ranked,316,G3,-36,no,no,15,2,0,0,Vantage,Fuse,Bloodhound,548,314,180,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,,
11/15/2022,159,broken moon,ranked,NA,G3,-36,no,no,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/15/2022,160,broken moon,ranked,NA,G3,-26,no,no,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/15/2022,161,broken moon,ranked,743,G3,-2,no,no,10,2,0,0,Vantage,Horizon,NA,1120,502,NA,1,0,2,1,0,0,3,1,2,0,1,2,0,0,0,,
11/15/2022,162,broken moon,ranked,168,G3,-37,no,no,18,2,0,0,Vantage,Valkyrie,Apex,148,42,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11/15/2022,163,broken moon,ranked,1225,G3,161,no,no,2,2,0,0,Vantage,Loba,Wraith,1501,1091,1335,2,2,4,1,3,1,2,2,5,0,0,3,0,1,1,,
11/15/2022,164,broken moon,ranked,903,G3,64,no,no,5,2,0,0,Vantage,Horizon,Ashe,653,771,608,0,3,1,3,0,1,0,3,2,0,2,1,0,0,0,,
11/15/2022,165,broken moon,ranked,1316,G3,308,no,no,2,2,0,0,Vantage,Maggie,Lifeline,2002,2142,1644,4,5,5,4,1,1,5,5,5,1,0,2,0,0,0,,
11/28/2022,166,broken moon,ranked,NA,G2,0,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,167,broken moon,ranked,NA,G2,-30,no,no,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,168,broken moon,ranked,NA,G2,-37,no,no,16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,169,broken moon,ranked,NA,G2,5,no,no,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,170,broken moon,ranked,NA,G2,-39,no,no,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,171,broken moon,ranked,NA,G2,179,no,no,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,172,broken moon,ranked,NA,G2,33,no,no,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,173,broken moon,ranked,NA,G2,-40,no,no,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,174,broken moon,ranked,NA,G2,-15,no,no,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,175,broken moon,ranked,NA,G2,39,no,no,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,176,broken moon,ranked,NA,G2,-40,no,no,19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,177,broken moon,ranked,NA,G2,40,no,no,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,178,broken moon,ranked,NA,G2,28,no,no,8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,179,broken moon,ranked,NA,G2,-14,no,no,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,180,broken moon,ranked,NA,G2,12,no,yes,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,181,broken moon,ranked,NA,G2,24,no,yes,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,182,broken moon,ranked,NA,G2,-35,no,yes,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/28/2022,183,broken moon,ranked,NA,G2,-35,no,yes,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/29/2022,184,broken moon,ranked,NA,G2,210,no,no,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/29/2022,185,broken moon,ranked,NA,G1,0,no,no,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/29/2022,186,broken moon,ranked,NA,G1,257,no,yes,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/29/2022,187,broken moon,ranked,NA,G1,43,no,yes,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11/29/2022,188,broken moon,ranked,NA,G1,155,no,yes,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/1/2022,189,broken moon,ranked,NA,G1,-42,no,no,17,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/1/2022,190,broken moon,ranked,266,G1,-43,no,no,16,2,0,0,Vantage,Bangalore,Bloodhound,225,139,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/1/2022,191,broken moon,ranked,155,G1,-39,no,no,16,2,0,0,Vantage,Revenant,Seer,130,546,150,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,,
12/1/2022,192,broken moon,ranked,1097,G1,57,no,no,4,2,0,0,Catalyst,Fuse,Vantage,990,962,892,0,3,2,0,0,1,2,3,3,1,0,1,2,0,0,,
12/1/2022,193,broken moon,ranked,631,G1,-31,no,no,12,2,0,0,Vantage,Bangalore,Caustic,393,383,236,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,,
12/1/2022,194,broken moon,ranked,928,G1,NA,no,no,4,2,0,0,Vantage,Octane,Seer,292,634,236,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,,
12/2/2022,195,broken moon,ranked,313,G1,-28,no,no,13,2,0,0,Vantage,Bangalore,Revenant,298,38,580,0,1,2,1,0,0,0,1,3,0,0,0,0,0,0,,
12/2/2022,196,broken moon,ranked,724,G1,-33,no,no,9,2,0,0,Vantage,Valkyrie,Horizon,313,190,172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
12/2/2022,197,broken moon,ranked,168,G1,-43,no,no,20,2,0,0,Vantage,Bangalore,Horizon,177,114,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/2/2022,198,broken moon,ranked,108,G1,-43,no,no,19,2,0,0,Vantage,Ashe,Octane,0,102,184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
12/2/2022,199,broken moon,ranked,407,G1,-38,no,no,12,2,0,0,Vantage,Wraith,Fuse,204,163,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/2/2022,200,broken moon,ranked,998,G1,-1,no,no,10,2,0,0,Crypto,Bangalore,Pathfinder,840,782,765,1,0,3,0,2,0,1,1,3,1,1,0,0,0,0,,
12/2/2022,201,broken moon,ranked,222,G1,-43,no,no,16,2,0,0,Crypto,Lifeline,Ashe,98,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/2/2022,202,broken moon,ranked,260,G1,-43,no,no,14,2,0,0,Crypto,Valkyrie,Bangalore,14,349,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/2/2022,203,broken moon,ranked,1276,G1,219,no,no,1,2,0,1,Crypto,Valkyrie,Octane,1117,1339,437,3,3,0,2,2,0,3,4,1,0,0,0,0,0,0,,
12/2/2022,204,broken moon,ranked,171,G1,-43,no,no,14,2,0,0,Crypto,Vantage,Wraith,355,161,44,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,
12/2/2022,205,broken moon,ranked,891,G1,1,no,no,9,2,0,0,Crypto,Bangalore,Ashe,333,303,607,2,0,0,0,1,0,2,1,0,0,1,0,0,0,0,,
12/2/2022,206,broken moon,ranked,779,G1,NA,no,no,7,2,0,0,Crypto,Loba,Fuse,301,272,267,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
12/2/2022,207,broken moon,ranked,NA,G1,-42,no,no,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/2/2022,208,broken moon,ranked,119,G1,-43,no,no,18,2,0,0,Crypto,Bloodhound,Horizon,75,338,106,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,,
12/2/2022,209,broken moon,ranked,122,G1,-42,no,no,20,2,0,0,Pathfinder,Bangalore,Catalyst,261,142,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/2/2022,210,broken moon,ranked,NA,NA,-28,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/2/2022,211,broken moon,ranked,NA,G1,-43,no,no,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/6/2022,212,broken moon,ranked,655,G1,-13,no,no,10,2,0,1,Crypto,Bangalore,Mirage,513,521,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,,
12/6/2022,213,broken moon,ranked,854,G1,81,no,no,8,2,0,0,Crypto,Newcastle,Seer,571,760,716,3,4,2,6,3,5,3,4,2,1,2,0,0,0,0,,
12/6/2022,214,broken moon,ranked,300,G1,-43,no,no,16,2,0,0,Crypto,Gibby,Valkyrie,174,0,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/6/2022,215,broken moon,ranked,189,G1,-43,no,no,19,2,0,0,Crypto,Ashe,Horizon,75,214,264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
12/6/2022,216,broken moon,ranked,1057,G1,48,no,yes,4,2,0,0,Crypto,Pathfinder,Wraith,520,779,1114,0,1,2,1,0,1,1,1,2,1,0,0,0,0,0,,
12/6/2022,217,broken moon,ranked,1173,G1,22,no,yes,5,2,0,0,Vantage,Fuse,Caustic,507,92,410,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,,
12/6/2022,218,broken moon,ranked,675,G1,87,no,no,3,2,0,0,Vantage,Catalyst,Seer,277,1698,1023,0,2,4,1,2,2,0,2,4,0,1,0,0,0,0,,
12/6/2022,219,broken moon,ranked,90,G1,-42,no,no,19,2,0,0,Vantage,NA,NA,174,309,32,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,,
12/6/2022,220,broken moon,ranked,1253,G1,138,no,no,2,2,0,2,Ashe,Wattson,Vantage,635,335,376,3,1,0,0,0,2,3,1,0,0,1,0,0,0,0,,
12/6/2022,221,broken moon,ranked,355,G1,-38,no,no,13,2,0,0,Ashe,Vantage,Lifeline,130,148,144,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,
12/6/2022,222,broken moon,ranked,179,G1,-42,no,no,18,2,0,0,Ashe,Wraith,Vantage,64,695,22,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,
12/6/2022,223,broken moon,ranked,551,G1,-30,no,no,12,2,0,0,Ashe,Loba,Bangalore,208,287,578,1,0,1,0,2,1,2,0,1,0,0,1,0,0,0,,
12/6/2022,224,broken moon,ranked,206,G1,-38,no,no,13,2,0,0,Ashe,Bangalore,Octane,215,99,146,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,
12/6/2022,225,broken moon,ranked,905,G1,NA,no,no,5,2,0,0,Valkyrie,Mirage,Catalyst,1065,593,1185,4,0,3,1,2,2,4,1,4,0,0,3,0,0,0,,
12/6/2022,226,broken moon,ranked,402,G1,-26,no,no,11,2,0,0,Valkyrie,Wraith,Maggie,363,485,318,1,2,0,1,1,2,2,2,0,0,0,0,0,0,0,,
12/7/2022,227,broken moon,ranked,NA,G1,344,no,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/7/2022,228,broken moon,ranked,1285,G1,287,no,no,3,2,0,0,Crypto,Bangalore,Octane,1109,1660,1127,3,0,5,1,3,1,3,0,6,1,0,0,0,0,0,,
12/7/2022,229,broken moon,ranked,646,P4,-36,no,yes,10,2,0,0,Crypto,Caustic,Bangalore,0,212,190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
12/7/2022,230,broken moon,ranked,971,P4,63,no,yes,5,2,0,0,Crypto,Horizon,Octane,1071,659,797,1,2,1,3,0,2,2,2,2,1,0,0,0,0,0,,
12/7/2022,231,broken moon,ranked,NA,P4,-45,no,yes,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/7/2022,232,broken moon,ranked,1203,P4,334,no,yes,2,2,0,0,Crypto,Maggie,Bangalore,2426,1569,1217,6,8,2,4,1,3,7,9,2,3,1,1,0,1,0,,
12/7/2022,233,broken moon,ranked,970,P4,134,no,no,3,2,0,0,Crypto,Bloodhound,Bangalore,608,993,748,3,3,0,2,1,1,3,3,0,0,1,0,0,0,0,,
12/7/2022,234,broken moon,ranked,474,P4,-36,no,yes,12,2,0,0,Crypto,Pathfinder,Mirage,30,631,223,0,1,1,1,1,0,0,1,2,0,1,0,0,0,0,,
12/7/2022,235,broken moon,ranked,NA,P4,NA,no,yes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/7/2022,236,broken moon,ranked,422,P4,-41,no,yes,13,2,0,0,Pathfinder,Horizon,Seer,287,415,532,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
12/7/2022,237,broken moon,ranked,46,P4,-46,no,yes,20,2,0,0,Pathfinder,Gibby,Lifeline,110,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/7/2022,238,broken moon,ranked,1134,P4,NA,no,yes,2,2,0,0,Pathfinder,Mirage,Horizon,573,830,1199,2,2,4,2,0,3,2,2,5,0,0,0,0,1,0,,
12/7/2022,239,broken moon,ranked,203,P4,-46,no,no,14,2,0,0,Pathfinder,Catalyst,Newcastle,114,0,398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
12/7/2022,240,broken moon,ranked,84,P4,-46,no,no,18,2,0,0,Crypto,Fuse,Pathfinder,118,126,245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
12/7/2022,241,broken moon,ranked,434,P4,-26,no,yes,11,2,0,0,Crypto,Loba,Catalyst,440,131,407,1,1,1,2,0,0,1,1,1,0,0,1,0,0,0,,
12/7/2022,242,broken moon,ranked,1148,P4,254,no,yes,1,2,0,0,Crypto,Horizon,Gibraltar,600,1911,1742,0,8,4,5,3,4,0,9,4,0,0,1,0,1,1,,
12/7/2022,243,broken moon,ranked,NA,P4,-46,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/8/2022,244,broken moon,ranked,294,P3,-49,no,yes,14,2,0,0,Vantage,Horizon,Bangalore,0,167,269,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,
12/8/2022,245,broken moon,ranked,196,P3,-49,no,yes,16,2,0,0,Crypto,Horizon,Vantage,410,36,206,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,,
12/8/2022,246,broken moon,ranked,1175,P3,204,no,yes,1,2,0,0,Crypto,Bangalore,Pathfinder,540,1026,807,1,3,2,3,1,3,1,4,2,0,0,1,0,0,0,,
12/8/2022,247,broken moon,ranked,970,P3,-26,no,yes,7,2,0,0,Crypto,Bangalore,Horizon,150,539,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/8/2022,248,broken moon,ranked,139,P3,-48,no,no,17,2,0,0,Crypto,Valkyrie,Bangalore,94,293,162,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,,
12/8/2022,249,broken moon,ranked,985,P3,-29,no,no,8,2,0,0,Crypto,Mirage,Loba,127,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/8/2022,250,broken moon,ranked,317,P3,-49,no,no,17,2,0,0,Crypto,Octane,Caustic,345,49,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/8/2022,251,broken moon,ranked,250,P3,-49,no,no,15,2,0,0,Vantage,Bloodhound,Caustic,256,287,188,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,,
12/8/2022,252,broken moon,ranked,415,P4,-46,no,no,14,2,0,0,Vantage,Pathfinder,Seer,230,692,250,0,1,1,0,1,1,0,2,2,0,0,0,0,0,1,,
12/8/2022,253,broken moon,ranked,295,P4,-46,no,no,15,2,0,0,Crypto,Vantage,Gibraltar,200,465,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/8/2022,254,broken moon,ranked,1286,P4,241,no,yes,1,2,0,0,Crypto,Catalyst,Bangalore,1124,555,1084,3,4,1,2,0,3,3,4,1,2,0,0,1,0,0,,
12/8/2022,255,broken moon,ranked,1039,P3,218,no,no,1,2,0,0,Crypto,Rampart,Bloodhound,749,448,657,2,2,3,3,1,2,2,2,3,0,1,0,0,0,0,,
12/8/2022,256,broken moon,ranked,616,P3,31,no,no,9,1,0,0,Crypto,Loba,NA,378,806,NA,1,3,NA,2,0,NA,1,3,NA,0,0,NA,0,0,NA,,
12/8/2022,257,broken moon,ranked,1077,P3,91,no,no,3,2,0,0,Vantage,Rampart,Revenant,1022,706,719,0,1,4,2,2,0,1,1,4,1,0,0,0,0,0,,
12/8/2022,258,broken moon,ranked,1216,P3,90,no,no,4,2,0,0,Vantage,Pathfinder,Rampart,1535,1522,1460,2,5,0,1,1,5,2,5,1,0,1,0,0,0,0,,
12/8/2022,259,broken moon,ranked,366,P3,-29,no,no,13,2,0,0,Vantage,Revenant,Seer,354,495,610,0,3,2,1,1,3,0,3,2,0,0,3,0,0,0,,
12/8/2022,260,broken moon,ranked,845,P3,-29,no,no,10,2,0,0,Vantage,Loba,Horizon,514,550,1450,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,,
12/8/2022,261,broken moon,ranked,275,P3,-47,no,yes,15,2,0,0,Vantage,Pathfinder,Rampart,150,368,139,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,
12/8/2022,262,broken moon,ranked,576,P3,-5,no,yes,7,2,0,0,Crypto,Ashe,Pathfinder,573,457,317,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,,
12/8/2022,263,broken moon,ranked,156,P3,-49,no,yes,18,2,0,0,Crypto,Vantage,Bloodhound,143,132,237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/8/2022,264,broken moon,ranked,235,P3,-49,no,yes,15,2,0,0,Crypto,Octane,Revenant,37,98,312,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
12/8/2022,265,broken moon,ranked,481,P3,-44,no,no,11,2,0,0,Vantage,Bangalore,Lifeline,353,175,276,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
12/8/2022,266,broken moon,ranked,442,P3,-39,no,no,10,2,0,0,Vantage,Gibraltar,Bangalore,197,149,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/9/2022,267,broken moon,ranked,201,P3,-46,no,no,16,2,0,0,Vantage,Fuse,Wattson,317,302,552,0,1,2,1,1,0,0,2,2,0,0,0,0,0,0,,
12/9/2022,268,broken moon,ranked,NA,P3,-49,no,no,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/9/2022,269,broken moon,ranked,127,P3,-49,no,no,18,2,0,0,Vantage,Lifeline,Loba,8,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,
12/9/2022,270,broken moon,ranked,NA,P3,242,no,yes,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/9/2022,271,broken moon,ranked,828,P3,-11,yes,yes,7,2,0,0,Vantage,Horizon,Pathfinder,1303,304,199,0,5,0,1,0,0,0,6,0,0,0,,0,,0,,
12/9/2022,272,broken moon,ranked,994,P3,263,yes,yes,1,2,0,0,Crypto,Pathfinder,Horizon,860,1107,1784,1,1,9,4,3,1,1,2,10,0,1,1,0,1,0,,
12/9/2022,273,broken moon,ranked,802,P3,-39,yes,yes,11,2,0,0,Crypto,Horizon,Pathfinder,107,32,170,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,,
